t, pose_x, pose_y, pose_theta, linear_displacement, linear_velocity, profile_displacement, profile_velocity, velocity_command_dx, velocity_command_dy, velocity_command_dtheta, steering_command_dx, steering_command_dy, steering_command_dtheta, cross_track_error, along_track_error, lookahead_point_x, lookahead_point_y, lookahead_point_velocity
0.09999999999999999, 55.0, 18.544017486273866, 1.5707963267948966, 0.5440174862738635, 10.860882919392536, 0.5999999999999999, 11.999999999999998, 12.064862934344884, 0.0, 0.0, 15.999999999999993, 0.0, 0.0, 7.105427357601002E-15, 0.055982513726136385, 55.0, 2.544017486273873, 54.868608481587444
0.10999999999999999, 55.0, 18.664666115617315, 1.5707963267948966, 0.6646661156173124, 12.064862934344884, 0.7259999999999998, 13.199999999999998, 13.268815262203564, 0.0, 0.0, 16.000000000000036, 0.0, 0.0, 2.1316282072803006E-14, 0.06133388438268739, 55.0, 2.6646661156172797, 55.13184077960889
0.11999999999999998, 55.0, 18.79735426823935, 1.5707963267948966, 0.797354268239348, 13.268815262203564, 0.8639999999999997, 14.399999999999997, 14.472740094899391, 0.0, 0.0, 16.000000000000004, 0.0, 0.0, 3.552713678800501E-15, 0.0666457317606517, 55.0, 2.7973542682393457, 55.41989736888226
0.12999999999999998, 55.0, 18.942081669188344, 1.5707963267948966, 0.9420816691883419, 14.472740094899391, 1.0139999999999996, 15.599999999999996, 15.676637623032972, 0.0, 0.0, 16.000000000000004, 0.0, 0.0, 3.552713678800501E-15, 0.07191833081165766, 55.0, 2.9420816691883402, 55.732392740714104
0.13999999999999999, 55.0, 19.098848045418674, 1.5707963267948966, 1.0988480454186715, 15.676637623032972, 1.1759999999999997, 16.799999999999997, 16.880508035883928, 0.0, 0.0, 16.000000000000025, 0.0, 0.0, 1.0658141036401503E-14, 0.07715195458132817, 55.0, 3.0988480454186487, 56.06891768975459
0.15, 55.0, 19.267653125777514, 1.5707963267948966, 1.2676531257775108, 16.880508035883928, 1.3499999999999999, 18.0, 18.08435152142005, 0.0, 0.0, 16.00000000000003, 0.0, 0.0, 1.4210854715202004E-14, 0.0823468742224891, 55.0, 3.2676531257774855, 56.42904172663751
0.16, 55.0, 19.448496640991713, 1.5707963267948966, 1.4484966409917113, 18.08435152142005, 1.536, 19.200000000000003, 19.288168266306382, 0.0, 0.0, 15.999999999999993, 0.0, 0.0, 2.1316282072803006E-14, 0.08750335900828876, 55.0, 3.4484966409917206, 56.81231551202619
0.17, 55.0, 19.641378323654777, 1.5707963267948966, 1.641378323654775, 19.288168266306382, 1.7340000000000002, 20.400000000000006, 20.491958455914265, 0.0, 0.0, 16.00000000000003, 0.0, 0.0, 1.4210854715202004E-14, 0.09262167634522522, 55.0, 3.641378323654749, 57.21827328465216
0.18000000000000002, 55.0, 19.84629790821392, 1.5707963267948966, 1.8462979082139177, 20.491958455914265, 1.9440000000000004, 21.60000000000001, 21.69572227433029, 0.0, 0.0, 16.00000000000002, 0.0, 0.0, 7.105427357601002E-15, 0.09770209178608269, 55.0, 3.8462979082138986, 57.64643525814356
0.19000000000000003, 55.0, 20.063255130957224, 1.5707963267948966, 2.0632551309572205, 21.69572227433029, 2.166000000000001, 22.80000000000001, 22.89945990436521, 0.0, 0.0, 15.999999999999993, 0.0, 0.0, 7.105427357601002E-15, 0.10274486904278035, 55.0, 4.063255130957231, 58.09630996397046
0.20000000000000004, 55.0, 20.292249730000876, 1.5707963267948966, 2.2922497300008726, 22.89945990436521, 2.4000000000000012, 24.000000000000014, 24.103171527562772, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0, 0.10775026999912862, 55.0, 4.292249730000876, 58.56739652059166
0.21000000000000005, 55.0, 20.533281445276504, 1.5707963267948966, 2.5332814452765002, 24.103171527562772, 2.6460000000000017, 25.200000000000017, 25.30685732420852, 0.0, 0.0, 16.000000000000004, 0.0, 0.0, 3.552713678800501E-15, 0.11271855472350145, 55.0, 4.533281445276501, 59.05918681175994
0.22000000000000006, 55.0, 20.78635001851859, 1.5707963267948966, 2.7863500185185854, 25.30685732420852, 2.904000000000002, 26.40000000000002, 26.51051747333849, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0, 0.1176499814814167, 55.0, 4.78635001851859, 59.57116755985619
0.23000000000000007, 55.0, 21.051455193251975, 1.5707963267948966, 3.0514551932519702, 26.51051747333849, 3.174000000000003, 27.600000000000023, 27.71415215274788, 0.0, 0.0, 16.000000000000007, 0.0, 0.0, 7.105427357601002E-15, 0.12254480674803281, 55.0, 5.051455193251968, 60.102822282988285
0.24000000000000007, 55.0, 21.328596714779454, 1.5707963267948966, 3.328596714779449, 27.71415215274788, 3.456000000000004, 28.800000000000026, 28.917761538999653, 0.0, 0.0, 16.000000000000004, 0.0, 0.0, 3.552713678800501E-15, 0.12740328522055488, 55.0, 5.328596714779451, 60.653633127349174
0.25000000000000006, 55.0, 21.61777433016945, 1.5707963267948966, 3.6177743301694454, 28.917761538999653, 3.7500000000000036, 30.000000000000025, 30.12134580743307, 0.0, 0.0, 15.999999999999996, 0.0, 0.0, 1.7763568394002505E-14, 0.13222566983055817, 55.0, 5.617774330169453, 61.223082568918976
0.26000000000000006, 55.0, 21.91898778824378, 1.5707963267948966, 3.918987788243776, 30.12134580743307, 4.0560000000000045, 31.200000000000024, 31.32490513217218, 0.0, 0.0, 15.999999999999996, 0.0, 0.0, 3.552713678800501E-15, 0.13701221175622846, 55.0, 5.918987788243783, 61.81065498098614
